ClusterID,t0_mean_x,t0_mean_y,t0_mean_z,t0_evals_x,t0_evals_y,t0_evals_z,t0_cov(0:0),t0_cov(0:1),t0_cov(0:2),t0_cov(1:0),t0_cov(1:1),t0_cov(1:2),t0_cov(2:0),t0_cov(2:1),t0_cov(2:2),t0_evecs(0:0),t0_evecs(0:1),t0_evecs(0:2),t0_evecs(1:0),t0_evecs(1:1),t0_evecs(1:2),t0_evecs(2:0),t0_evecs(2:1),t0_evecs(2:2),t1_mean_x,t1_mean_y,t1_mean_z,t1_evals_x,t1_evals_y,t1_evals_z,t1_cov(0:0),t1_cov(0:1),t1_cov(0:2),t1_cov(1:0),t1_cov(1:1),t1_cov(1:2),t1_cov(2:0),t1_cov(2:1),t1_cov(2:2),t1_evecs(0:0),t1_evecs(0:1),t1_evecs(0:2),t1_evecs(1:0),t1_evecs(1:1),t1_evecs(1:2),t1_evecs(2:0),t1_evecs(2:1),t1_evecs(2:2),t2_mean_x,t2_mean_y,t2_mean_z,t2_evals_x,t2_evals_y,t2_evals_z,t2_cov(0:0),t2_cov(0:1),t2_cov(0:2),t2_cov(1:0),t2_cov(1:1),t2_cov(1:2),t2_cov(2:0),t2_cov(2:1),t2_cov(2:2),t2_evecs(0:0),t2_evecs(0:1),t2_evecs(0:2),t2_evecs(1:0),t2_evecs(1:1),t2_evecs(1:2),t2_evecs(2:0),t2_evecs(2:1),t2_evecs(2:2),t3_mean_x,t3_mean_y,t3_mean_z,t3_evals_x,t3_evals_y,t3_evals_z,t3_cov(0:0),t3_cov(0:1),t3_cov(0:2),t3_cov(1:0),t3_cov(1:1),t3_cov(1:2),t3_cov(2:0),t3_cov(2:1),t3_cov(2:2),t3_evecs(0:0),t3_evecs(0:1),t3_evecs(0:2),t3_evecs(1:0),t3_evecs(1:1),t3_evecs(1:2),t3_evecs(2:0),t3_evecs(2:1),t3_evecs(2:2),Label
N500.P3425.N48,-5.00392,34.2527,-0.486514,0.000713209,0.0072177,1.56112,1.56101,0.0124773,-0.00297086,0.0124773,0.000866762,-0.000612731,-0.00297086,-0.000612731,0.00716963,-0.00779025,-0.00263405,0.999966,0.995828,0.0909039,0.00799746,0.0909219,-0.995856,-0.0019149,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N522.P3406.N96,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-5.22474,34.0648,-0.960246,0.00101913,0.00214097,1.5398,1.53961,0.0171379,0.00185135,0.0171379,0.00125406,-0.000197241,0.00185135,-0.000197241,0.00209916,-0.0111556,-0.0010281,0.999937,0.980115,0.198118,0.0111381,0.198117,-0.980178,0.00120247,0
N611.P3421.N98,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-6.11444,34.2193,-0.981235,0.000405562,0.00165623,0.319799,0.319777,0.000748562,-0.00253565,0.000748562,0.000471005,-0.000280901,-0.00253565,-0.000280901,0.00161276,0.000491833,-0.00829582,0.999965,-0.974208,0.225641,0.00235111,-0.225653,-0.974175,-0.00797088,-6.16943,34.1974,-1.0016,0.000404242,0.00164713,0.308369,0.308364,0.000926673,-0.000812208,0.000926673,0.0004289,0.000160968,-0.000812208,0.000160968,0.00162741,-0.00333231,-0.00222387,0.999992,0.991158,-0.132656,0.00300786,-0.132648,-0.99116,-0.00264626,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N671.N893.N138,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-6.7196,-8.9373,-1.38871,0.000858076,0.115688,0.621897,0.617973,0.0431596,-0.0112969,0.0431596,0.119334,-0.00364379,-0.0112969,-0.00364379,0.00113541,-0.0165701,-0.0861056,0.996148,-0.0247056,0.996016,0.0856832,-0.999557,-0.0231907,-0.0186314,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N705.P938.P275,-7.05283,9.38246,2.75145,0.00175588,0.0029095,2.11462,0.00267212,0.000526195,0.00906378,0.000526195,0.00206163,0.00788684,0.00906378,0.00788684,2.11455,-0.489393,-0.872053,0.00429253,0.872063,-0.48938,0.00373432,-0.00115585,0.00557091,0.999984,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N707.P933.P94,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-7.07138,9.33943,0.947061,0.00191736,0.0041377,2.38921,0.00375642,0.000973681,0.012663,0.000973681,0.0024664,0.0154857,0.012663,0.0154857,2.38904,-0.449464,-0.893283,0.00531087,0.893292,-0.44943,0.00649017,-0.00341069,0.00766126,0.999965,-7.10582,9.28124,1.35084,0.00326516,0.00678422,2.65759,0.00472003,0.00187612,0.0122405,0.00187612,0.00580543,0.0333487,0.0122405,0.0333487,2.65711,-0.776317,0.630325,0.00462253,0.630327,0.776228,0.0125781,-0.00434015,-0.0126783,0.99991,0
N770.N523.P772,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-7.70956,-5.23297,7.72442,0.00196907,0.00454314,0.0944275,0.00464211,0.00400328,8.18976e-05,0.00400328,0.0935113,-0.00822565,8.18976e-05,-0.00822565,0.00278627,0.173292,-0.983874,0.0442838,-0.0956568,0.0279373,0.995022,-0.980214,-0.176666,-0.0892729,0
N770.N782.P119,-7.70288,-7.82446,1.19638,0.00189526,0.00468208,2.55025,0.0043846,-0.000992726,0.0147473,-0.000992726,0.00229116,-0.00574729,0.0147473,-0.00574729,2.55015,0.370681,-0.928742,0.00579341,0.92876,0.370674,-0.00225785,-5.0503e-05,0.00621764,0.999981,-7.65575,-7.84691,1.03881,0.00153635,0.00351907,2.34745,0.00315186,-0.000766891,0.00184143,-0.000766891,0.001919,0.00573001,0.00184143,0.00573001,2.34744,0.431201,-0.902255,0.000784692,0.902252,0.431202,0.00244268,-0.00254228,-0.000345297,0.999997,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-7.68935,-7.9346,1.48114,0.00340201,0.00517524,3.69949,0.00369861,0.000659637,-0.000526137,0.000659637,0.00493773,0.014766,-0.000526137,0.014766,3.69943,-0.912564,-0.408934,0.000141647,0.40893,-0.912557,-0.00399662,-0.00176361,0.00358925,-0.999992,0
N771.N786.P258,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-7.71266,-7.86357,2.5899,0.00144239,0.00313749,2.15531,0.00291993,-0.000591927,0.00682008,-0.000591927,0.00168172,-0.000574993,0.00682008,-0.000574993,2.15528,0.375627,-0.926765,0.00316867,0.92677,0.375628,-0.000267858,-0.000942002,0.00303725,0.999995,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N771.N787.N43,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-7.7148,-7.87106,-0.439284,0.00153897,0.00344836,0.200144,0.00325266,-0.000579174,8.40974e-05,-0.000579174,0.00173471,-3.45484e-05,8.40974e-05,-3.45484e-05,0.200144,-0.320176,0.947358,0.000427642,-0.947358,-0.320176,-0.000175375,-2.92229e-05,-0.000461281,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N785.P601.P26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-7.859,6.01558,0.260202,0.419931,0.74099,3.09762,0.752263,0.19228,0.0767741,0.19228,3.00895,0.42891,0.0767741,0.42891,0.49733,0.138225,-0.986665,0.0859459,0.151869,0.106868,0.982606,-0.978688,-0.122768,0.164615,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N863.P3429.N48,-8.63398,34.2929,-0.481369,0.000862587,0.0123412,0.356494,0.356452,-0.00147352,-0.0035093,-0.00147352,0.000869919,0.000133166,-0.0035093,0.000133166,0.0123758,-0.00404163,-0.0102411,0.999939,-0.999938,-0.0102919,-0.00414703,0.0103337,-0.999895,-0.0101989,-8.6713,34.2648,-0.329139,0.00051572,0.0211835,0.325002,0.324981,-0.000727799,-0.00241733,-0.000727799,0.000635033,-0.00154973,-0.00241733,-0.00154973,0.021085,-0.00279882,-0.00775327,0.999966,-0.997145,0.0754752,-0.00220573,-0.0754555,-0.997118,-0.00794238,-8.70048,34.2281,-0.285758,0.000578756,0.023217,0.331161,0.331031,0.000134521,-0.00633741,0.000134521,0.000869888,-0.00255352,-0.00633741,-0.00255352,0.0230563,-0.00176975,-0.0205009,0.999788,-0.993551,0.113382,0.000566218,-0.11337,-0.99334,-0.0205693,-8.78824,34.1417,-0.314437,0.00178146,0.0266255,0.33226,0.332174,0.00340651,-0.00387068,0.00340651,0.00517415,-0.00853472,-0.00387068,-0.00853472,0.0233191,0.00528229,-0.0158767,0.99986,-0.92998,0.367454,0.0107479,-0.367573,-0.929906,-0.012824,1
N866.P3427.N100,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-8.66694,34.2719,-1.00033,0.000291532,0.00408489,0.327024,0.327009,0.00205114,0.000907247,0.00205114,0.000328071,0.000304355,0.000907247,0.000304355,0.00406379,-0.00603899,0.00330221,0.999976,0.996858,-0.0789577,0.0062809,-0.0789766,-0.996872,0.00281501,-8.63361,34.2401,-1.00048,0.000526441,0.000971317,0.362699,0.362671,0.00266252,0.00165579,0.00266252,0.000583248,0.000135372,0.00165579,0.000135372,0.000941675,-0.00571498,-0.00651118,0.999962,0.957227,0.289243,0.00735412,-0.28928,0.957234,0.00457966,-8.77988,34.1047,-0.964859,0.000270836,0.00067829,0.323184,0.32317,0.00177417,0.00119041,0.00177417,0.000530425,0.000204991,0.00119041,0.000204991,0.000432855,-0.000530659,-0.00660357,0.999978,0.621973,0.78302,0.0055009,-0.783039,0.621962,0.00369172,0
N879.P1703.N40,-8.79027,17.0305,-0.401956,0.00196724,0.0239107,0.134479,0.0238758,-0.000994804,0.00121234,-0.000994804,0.00208237,0.00298795,0.00121234,0.00298795,0.134399,0.0466163,-0.998855,0.0107555,0.998649,0.0468487,0.0224803,-0.0229584,0.00969304,0.999689,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N887.P607.P29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-8.87961,6.07515,0.293745,0.155896,0.62728,1.01621,0.63893,0.0665588,0.00226691,0.0665588,1.00334,-0.031536,0.00226691,-0.031536,0.157117,0.0099206,-0.984799,-0.173416,-0.0379637,0.172929,-0.984202,-0.99923,-0.0163474,0.0356711,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N91.P921.P222,-0.919429,9.21912,2.22967,0.0018352,0.00354315,1.70685,0.00347526,0.000329355,-0.00266963,0.000329355,0.00195419,0.00894415,-0.00266963,0.00894415,1.7068,0.205414,-0.978674,0.00156622,-0.97866,-0.205419,-0.00524577,0.00545563,-0.000455242,-0.999985,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N918.P697.N44,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-9.18433,6.97838,-0.447968,0.204019,0.24316,0.704835,0.700398,0.000709377,-0.0469195,0.000709377,0.242935,0.00290412,-0.0469195,0.00290412,0.20868,-0.0939407,-0.00620476,0.995558,0.0757905,-0.997123,0.000937064,-0.992689,-0.0755419,-0.0941407,0
N92.P919.N44,-0.925382,9.19969,-0.445432,0.00111324,0.00337594,0.207894,0.00335436,-0.000232513,-0.000599929,-0.000232513,0.00114504,0.00132173,-0.000599929,0.00132173,0.207884,-0.101586,-0.994822,0.00294026,-0.994808,0.101566,-0.00639605,0.0060643,-0.00357475,-0.999975,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
N95.P915.P131,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.958137,9.15442,1.31853,0.00298949,0.0064446,2.12613,0.00437095,0.00169633,0.000347197,0.00169633,0.00530653,0.0227168,0.000347197,0.0227168,2.12589,-0.774719,-0.632306,-0.00017219,0.632271,-0.774673,-0.0107108,-0.00663913,0.00840674,-0.999943,0
N96.P918.P75,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-0.960309,9.18944,0.751678,0.00265907,0.00524288,1.7121,0.00515183,-0.000582022,0.0102275,-0.000582022,0.00282291,0.0044381,0.0102275,0.0044381,1.71202,0.242791,-0.97006,0.00599066,0.970071,0.242809,0.00259439,-0.0039713,0.00518147,0.999979,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1041.N830.P116,10.4163,-8.30692,1.16136,0.0017829,0.00568156,2.10676,0.00579117,0.000442079,-0.0183148,0.000442079,0.00183301,-0.000367313,-0.0183148,-0.000367313,2.1066,0.113294,-0.993523,0.00871699,-0.993561,-0.113297,0.000176326,0.000812422,-0.00868084,-0.999962,10.4523,-8.29204,1.03701,0.00160555,0.00503016,1.97285,0.00457679,0.00130575,-0.0166211,0.00130575,0.0021999,-0.00109606,-0.0166211,-0.00109606,1.97271,0.416367,-0.909157,0.00844455,-0.909191,-0.416378,0.000561764,0.00300539,-0.00791161,-0.999964,10.41,-8.34602,1.09659,0.00186942,0.00337243,2.50658,0.00338328,-0.000372534,-0.0170222,-0.000372534,0.00197526,-0.00153528,-0.0170222,-0.00153528,2.50646,-0.264176,-0.964451,0.00679992,-0.964472,0.264186,0.000611957,-0.00238664,-0.00639666,-0.999977,10.4238,-8.32751,1.23046,0.00237444,0.00419466,2.72601,0.00362364,0.000928625,-0.015269,0.000928625,0.00306581,-0.00971672,-0.015269,-0.00971672,2.72589,0.60064,-0.7995,0.00560976,-0.79952,-0.600629,0.00357029,0.000514935,-0.00662957,-0.999978,1
P1080.P942.P512,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,10.8095,9.42219,5.12554,0.000474327,0.00325278,0.238949,0.00144533,-0.00137018,0.00893225,-0.00137018,0.00274263,-0.00538039,0.00893225,-0.00538039,0.238489,-0.878136,-0.476923,0.0377047,-0.477898,0.878115,-0.0229748,0.0221518,0.038194,0.999025,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1085.P935.P91,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,10.8529,9.35381,0.917613,0.002307,0.00417246,1.92128,0.00420005,-0.000137261,-0.00777096,-0.000137261,0.00239667,0.012828,-0.00777096,0.012828,1.92116,-0.0457779,-0.998943,0.00405389,-0.998931,0.0457502,-0.0066852,0.00649267,-0.00435559,-0.999969,10.8348,9.3849,1.11869,0.00297965,0.00579394,1.83189,0.00480841,0.00135845,-0.0109584,0.00135845,0.00403103,0.000494756,-0.0109584,0.000494756,1.83183,0.611168,-0.791478,0.00599744,-0.791491,-0.611181,-0.000266213,0.00387622,-0.00458422,-0.999982,0
P1087.P938.P139,10.8729,9.38816,1.39987,0.00153095,0.00353542,2.29592,0.00372812,-0.000247161,-0.0213404,-0.000247161,0.00163239,0.0147969,-0.0213404,0.0147969,2.29563,-0.0547117,-0.998459,0.00931013,-0.998485,0.054653,-0.00645003,0.00593127,-0.00964891,-0.999936,10.8744,9.41568,1.36687,0.00252308,0.00326753,2.15901,0.00328903,-0.000192209,-0.0122493,-0.000192209,0.0025724,0.00161586,-0.0122493,0.00161586,2.15894,-0.254203,-0.967134,0.0056822,-0.967151,0.254203,-0.000749811,-0.000719262,-0.00568615,-0.999984,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1248.N714.N81,12.4801,-7.1426,-0.816621,0.00467873,0.0111711,0.0509791,0.0107526,0.00173168,-0.000896635,0.00173168,0.00550614,-0.00416327,-0.000896635,-0.00416327,0.0505702,0.262022,-0.964707,0.0261533,-0.961562,-0.25867,0.0921298,-0.0821133,-0.049288,-0.995403,12.5115,-7.12653,-0.758667,0.00417549,0.00999018,0.0619095,0.00920717,0.00196451,0.000822475,0.00196451,0.00506249,-0.00230555,0.000822475,-0.00230555,0.0618055,-0.369371,0.929175,-0.0140997,0.928314,0.369637,0.0400333,0.0424097,0.00169819,-0.999099,12.4665,-7.1845,-0.743568,0.00400469,0.00735799,0.0590043,0.00737016,-0.000311294,0.00130903,-0.000311294,0.00408646,-0.0018187,0.00130903,-0.0018187,0.0589104,0.0800607,-0.996463,0.0255301,0.996305,0.0791965,-0.0332324,0.031093,0.0280964,0.999122,12.4764,-7.15582,-0.748443,0.00491905,0.00932477,0.0554806,0.00873228,0.0016571,0.00262768,0.0016571,0.00566024,0.000129927,0.00262768,0.000129927,0.0553319,-0.409466,-0.910588,0.0562782,0.912127,-0.409882,0.00447565,0.018992,0.0531655,0.998405,1
P1283.P397.N30,12.8398,3.97964,-0.302075,0.0163936,0.0223642,0.206351,0.0203755,-0.00274864,-0.000973141,-0.00274864,0.0194912,-0.0143745,-0.000973141,-0.0143745,0.205242,-0.577575,0.816327,-0.0040845,-0.813752,-0.576137,-0.0766394,-0.064916,-0.0409413,0.997051,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1314.P641.N48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,13.1419,6.41936,-0.480462,0.121343,0.499809,1.43105,0.501182,-0.0441126,0.0126534,-0.0441126,1.42354,0.0846491,0.0126534,0.0846491,0.127483,-0.0408989,-0.998085,0.0464154,-0.0661933,-0.0436457,-0.996852,0.996968,-0.0438425,-0.0642814,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P133.P1454.P47,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1.33224,14.5485,0.478648,0.00138488,0.00391449,0.00592466,0.00571582,-0.000585057,0.000196543,-0.000585057,0.0040285,-0.000495929,0.000196543,-0.000495929,0.00147971,-0.0203153,-0.32087,0.946905,0.179996,-0.932799,-0.312229,0.983458,0.164096,0.0767053,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P134.P1448.N33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1.34006,14.4808,-0.335257,0.00335531,0.0266629,0.163212,0.0267505,-0.000284571,0.00354293,-0.000284571,0.00337226,0.00142217,0.00354293,0.00142217,0.163108,0.0135556,-0.999572,0.0259345,0.999866,0.0137891,0.00884794,-0.00920176,0.0258111,0.999624,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1373.P689.N45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,13.7385,6.89007,-0.459174,0.127226,0.435825,1.74815,0.445336,-0.127903,0.0209014,-0.127903,1.72931,0.102676,0.0209014,0.102676,0.136557,-0.0938496,-0.990896,0.0965302,-0.0711356,-0.0900363,-0.993395,0.993042,-0.100096,-0.0620381,0
P1376.N1173.P917,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,13.7656,-11.7308,9.17043,0.0102588,0.0168175,2.76207,0.0109734,-0.00518658,0.00296151,-0.00518658,2.68144,-0.46355,0.00296151,-0.46355,0.0967344,0.944881,-0.327408,0.00204185,-0.0542,-0.162562,-0.985209,-0.322897,-0.930794,0.171348,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1403.P633.N48,14.0335,6.33679,-0.488198,0.115498,0.481674,1.57339,0.483306,-0.0487425,0.00930806,-0.0487425,1.56227,0.114209,0.00930806,0.114209,0.124986,-0.0357908,-0.998396,0.043866,-0.0798434,-0.0408971,-0.995968,0.996165,-0.0391489,-0.0782516,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1485.N213.N25,14.8582,-2.1381,-0.259233,0.0050422,0.0216249,0.21509,0.0212011,0.0027789,-0.00213643,0.0027789,0.00580776,-0.00812913,-0.00213643,-0.00812913,0.214748,-0.164679,0.986279,0.0115682,0.98567,0.164121,0.0389645,0.0365313,0.0178191,-0.999174,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,14.8503,-2.13528,-0.230708,0.00538164,0.0227041,0.245886,0.0220351,0.00333485,0.000170483,0.00333485,0.00619875,-0.00595632,0.000170483,-0.00595632,0.245738,-0.196534,0.980497,-0.000391338,0.980193,0.196482,0.0248373,0.0244298,0.00449777,-0.999691,0
P1546.P988.N126,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,15.4682,9.88638,-1.26354,3.42198e-05,0.0608118,0.086897,0.073242,0.0130284,-0.000145541,0.0130284,0.0744664,7.13446e-05,-0.000145541,7.13446e-05,3.46403e-05,-0.00222804,-0.723506,0.690314,0.0013485,0.690313,0.723509,-0.999997,0.0025429,-0.000562392,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1653.P2953.N21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,16.5334,29.5327,-0.218438,0.00808526,0.0516064,0.392248,0.249286,-0.167705,0.0143073,-0.167705,0.193716,-0.00944027,0.0143073,-0.00944027,0.00893765,-0.0642933,-0.644222,0.762131,-0.00733634,-0.763386,-0.645901,0.997904,-0.0471183,0.0443543,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,16.5834,29.6983,-0.203105,0.00981344,0.372958,0.62801,0.374373,0.0241308,-0.0233081,0.0241308,0.621317,-0.0496067,-0.0233081,-0.0496067,0.0150913,-0.058437,-0.993063,-0.102033,-0.0784276,0.106458,-0.991219,-0.995206,0.0499217,0.0841047,0
P1664.N202.N26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,16.6402,-2.02607,-0.264687,0.0195791,0.0201671,0.210164,0.019637,-3.81055e-05,-0.00191656,-3.81055e-05,0.0207302,-0.0106764,-0.00191656,-0.0106764,0.209544,0.96644,-0.256695,0.0100315,0.255756,0.965103,0.0562652,0.0241245,0.0518114,-0.998365,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
P1684.P2970.N28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,16.8493,29.7082,-0.283278,0.00365686,0.561225,0.683111,0.680216,0.0161869,-0.0188066,0.0161869,0.562602,-0.0240282,-0.0188066,-0.0240282,0.00517493,0.026754,-0.14059,-0.989706,0.0421601,0.989339,-0.139398,0.998753,-0.0379966,0.0323961,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
